ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,aadt_class,HighwayClassDescription,HighwayClassCode,HwyClassGroups,RouteNames,Cities,Parishes,DOTDDistricts,MapYear,TotalCrashes
055-07,055-07_010,9.878,9.995,0.117,15709,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Rural Iberia"",""New Iberia""]","[""IBERIA""]","[""03""]",2022,4
055-07,055-07_010,9.995,10.493,0.498,15709,med,URBAN 4-LANE,22,22,"[""LA 14""]","[""New Iberia"",""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,72
055-07,055-07_010,10.493,10.86,0.367,7993,low,URBAN 4-LANE,22,22,"[""LA 14""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,22
055-07,055-07_010,10.86,11.86,1,7993,low,URBAN 2-LANE,20,20,"[""LA 14""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,24
055-30,055-30_010,0,0.37,0.37,19800,med,URBAN 2-LANE,20,20,"[""LA 14 BYPASS""]","[""Rural Vermilion"",""Abbeville""]","[""VERMILION""]","[""03""]",2022,15
055-30,055-30_010,0.37,0.388,0.018,19800,med,URBAN 4-LANE,22,22,"[""LA 14 BYPASS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,1
055-30,055-30_010,0.388,0.572,0.184,19800,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14 BYPASS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,4
055-30,055-30_010,0.572,1.002,0.43,19800,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 14 BYPASS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,38
055-30,055-30_010,1.002,3.455,2.453,19800,med,URBAN 4-LANE,22,22,"[""LA 14 BYPASS""]","[""Abbeville""]","[""VERMILION""]","[""03""]",2022,333
055-31,055-31_010,0,1.015,1.015,13814,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""Erath""]","[""VERMILION""]","[""03""]",2022,7
055-31,055-31_010,1.015,1.738,0.723,13814,low,URBAN 4-LANE CONT TURN,39,39,"[""LA 14""]","[""Rural Vermilion"",""Erath""]","[""VERMILION""]","[""03""]",2022,11
055-31,055-31_010,1.738,2.491,0.753,13814,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 14""]","[""Rural Vermilion"",""Erath""]","[""VERMILION""]","[""03""]",2022,6
056-01,056-01_010,0,1.475,1.475,1295,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""New Iberia""]","[""IBERIA""]","[""03""]",2022,52
056-01,056-01_010,1.475,2.218,0.743,8921,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural Iberia"",""New Iberia""]","[""IBERIA""]","[""03""]",2022,3
056-01,056-01_010,2.218,2.696,0.478,4367,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural Iberia""]","[""IBERIA""]","[""03""]",2022,6
056-02,056-02_010,0,3.468,3.468,4367,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,29
056-02,056-02_010,3.468,3.67,0.202,4367,med,RURAL 2-LANE CONT TURN,36,36,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,3
056-02,056-02_010,3.67,3.98,0.31,4367,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,4
056-02,056-02_010,3.98,4,0.02,4071,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,2
056-02,056-02_010,4,4.018,0.018,5027,med,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,0
056-02,056-02_010,4.018,6.018,1.999,7557,med,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin"",""St. Martinville""]","[""ST. MARTIN""]","[""03""]",2022,58
056-02,056-02_010,6.018,6.183,0.165,9872,med,RURAL 2-LANE,19,19,"[""LA 31""]","[""St. Martinville""]","[""ST. MARTIN""]","[""03""]",2022,7
056-02,056-02_010,6.183,7.276,1.093,9872,med,RURAL 4-LANE,21,"21,32,34","[""LA 31""]","[""St. Martinville""]","[""ST. MARTIN""]","[""03""]",2022,32
056-02,056-02_010,7.276,8.156,0.88,6616,med,RURAL 4-LANE,21,"21,32,34","[""LA 31""]","[""St. Martinville"",""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,26
056-02,056-02_010,8.156,8.4,0.244,6616,med,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,4
056-03,056-03_010,0,3.523,3.523,3716,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin"",""Parks""]","[""ST. MARTIN""]","[""03""]",2022,22
056-03,056-03_010,3.523,4.096,0.573,3716,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural St. Martin"",""Parks""]","[""ST. MARTIN""]","[""03""]",2022,4
056-03,056-03_010,4.096,6.712,2.616,4347,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Parks"",""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,22
056-03,056-03_010,6.712,10.825,4.113,6325,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural St. Martin"",""Breaux Bridge""]","[""ST. MARTIN""]","[""03""]",2022,76
056-04,056-04_010,0,4.969,4.969,6899,low,URBAN 2-LANE,20,20,"[""LA 328"",""LA 347"",""E BRIDGE ST""]","[""Rural St. Martin"",""Breaux Bridge""]","[""ST. MARTIN""]","[""03""]",2022,126
056-04,056-04_010,4.969,5.046,0.077,7022,med,URBAN 2-LANE CONT TURN,37,37,"[""LA 347""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,5
056-04,056-04_010,5.046,8.767,3.72,7037,low,URBAN 2-LANE,20,20,"[""LA 347""]","[""Rural St. Martin"",""Henderson""]","[""ST. MARTIN""]","[""03""]",2022,93
056-05,056-05_010,0,0.23,0.23,4721,low,URBAN 2-LANE,20,20,"[""CECILIA BRIDGE HWY""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,7
056-05,056-05_010,0.23,6.772,6.541,2185,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin"",""Arnaudville""]","[""ST. MARTIN""]","[""03""]",2022,33
056-06,056-06_010,0,0.069,0.069,4574,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Arnaudville""]","[""ST. LANDRY"",""ST. MARTIN""]","[""03""]",2022,1
056-06,056-06_010,0.069,0.467,0.398,2115,low,RURAL 2-LANE,19,19,"[""LA 347""]","[""Arnaudville""]","[""ST. LANDRY""]","[""03""]",2022,4
056-06,056-06_010,0.467,0.871,0.405,403,low,RURAL 2-LANE,19,19,"[""MAIN ST""]","[""Arnaudville""]","[""ST. LANDRY""]","[""03""]",2022,2
056-07,056-07_010,0,5.331,5.331,2462,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Leonville"",""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,53
056-07,056-07_010,5.331,7.022,1.691,2659,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,22
056-07,056-07_010,7.022,7.599,0.577,6935,med,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,6
056-07,056-07_010,7.599,8.239,0.64,6935,med,RURAL 4-LANE,21,"21,32,34","[""LA 31""]","[""Opelousas"",""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,25
056-07,056-07_010,8.239,8.316,0.077,14834,high,RURAL 4-LANE,21,"21,32,34","[""LA 31""]","[""Opelousas""]","[""ST. LANDRY""]","[""03""]",2022,32
056-07,056-07_010,8.316,8.322,0.006,14834,med,RURAL 4-LANE DIVIDED,23,23,"[""LA 31""]","[""Opelousas""]","[""ST. LANDRY""]","[""03""]",2023,1
056-07,056-07_010,8.322,8.599,0.277,14834,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 31""]","[""Opelousas""]","[""ST. LANDRY""]","[""03""]",2022,98
056-07,056-07_010,8.599,9.256,0.658,14834,low,URBAN 4-LANE,22,22,"[""LA 31""]","[""Opelousas""]","[""ST. LANDRY""]","[""03""]",2022,258
056-30,056-30_010,0,1.428,1.428,8168,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Breaux Bridge"",""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,39
056-30,056-30_010,1.428,4.483,3.055,3996,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,33
056-30,056-30_010,4.483,7.793,3.31,2805,low,URBAN 2-LANE,20,20,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,51
056-30,056-30_010,7.793,7.797,0.003,2185,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Rural St. Martin""]","[""ST. MARTIN""]","[""03""]",2022,0
056-31,056-31_010,0,4.011,4.011,1227,low,RURAL 2-LANE,19,19,"[""LA 31""]","[""Leonville"",""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,32
057-01,057-01_010,0,7.072,7.073,2466,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Vermilion"",""Rural Acadia""]","[""VERMILION"",""ACADIA""]","[""03""]",2022,36
057-02,057-02_010,0,1.041,1.041,4668,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,7
057-02,057-02_010,1.041,8.15,7.109,6068,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,56
057-02,057-02_010,8.15,9.324,1.174,7361,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,40
057-03,057-03_010,0,0.245,0.245,7627,low,URBAN 2-LANE DIVIDED,27,27,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,26
057-03,057-03_010,0.245,0.31,0.065,7627,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,6
057-03,057-03_010,0.31,0.371,0.061,8810,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,11
057-03,057-03_010,0.371,1.896,1.525,8810,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,243
057-03,057-03_010,1.896,2.566,0.671,9877,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,44
057-03,057-03_010,2.566,2.68,0.114,9877,low,URBAN 4-LANE,22,22,"[""LA 13""]","[""Crowley""]","[""ACADIA""]","[""03""]",2022,4
057-03,057-03_010,2.68,2.851,0.17,9877,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Crowley"",""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,1
057-03,057-03_010,2.851,5.281,2.43,9877,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,25
057-03,057-03_010,5.281,8.413,3.133,5380,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,24
057-03,057-03_010,8.413,12.881,4.468,5915,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,15
057-03,057-03_010,12.881,16.235,3.354,5066,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,10
057-03,057-03_010,16.235,17.691,1.456,5613,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,12
057-03,057-03_010,17.691,19.164,1.473,6146,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2022,17
057-03,057-03_010,19.164,19.166,0.002,6146,low,URBAN 4-LANE,22,22,"[""LA 13""]","[""Rural Acadia""]","[""ACADIA""]","[""03""]",2023,0
057-04,057-04_010,0,0.52,0.52,8906,low,URBAN 4-LANE,22,22,"[""LA 13""]","[""Eunice""]","[""ACADIA"",""ST. LANDRY""]","[""03""]",2022,6
057-04,057-04_010,0.52,1.16,0.64,8906,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Eunice""]","[""ST. LANDRY""]","[""03""]",2022,40
057-04,057-04_010,1.16,1.913,0.753,6481,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Eunice"",""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,39
057-04,057-04_010,1.913,2.937,1.024,4950,low,URBAN 2-LANE,20,20,"[""LA 13""]","[""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,22
057-04,057-04_010,2.937,4.284,1.346,4950,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural St. Landry""]","[""ST. LANDRY""]","[""03""]",2022,24
057-05,057-05_010,0,6.39,6.39,5011,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Evangeline"",""Mamou"",""Rural St. Landry""]","[""EVANGELINE"",""ST. LANDRY""]","[""03""]",2022,56
057-05,057-05_010,6.39,9.651,3.261,7049,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Mamou"",""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,22
057-05,057-05_010,9.651,10.831,1.18,1228,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,9
057-06,057-06_010,0,5.18,5.18,6976,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,17
057-06,057-06_010,5.18,6.79,1.609,3516,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Pine Prairie"",""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,9
057-06,057-06_010,6.79,7.501,0.711,4770,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Pine Prairie"",""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,4
057-06,057-06_010,7.501,10.871,3.37,6976,med,RURAL 2-LANE,19,19,"[""LA 13""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,11
057-06,057-06_010,10.871,12.808,1.938,2152,low,RURAL 2-LANE,19,19,"[""LA 13""]","[""Turkey Creek"",""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,1
057-07,057-07_010,0,3.447,3.447,798,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Turkey Creek"",""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,7
057-07,057-07_010,3.447,4.563,1.117,1449,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,1
057-07,057-07_010,4.563,4.927,0.363,1660,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,1
057-07,057-07_010,4.927,9.223,4.297,2324,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Rural Evangeline""]","[""EVANGELINE""]","[""03""]",2022,9
057-08,057-08_010,0,0.505,0.505,2324,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Rural Evangeline"",""Rural Rapides""]","[""EVANGELINE"",""RAPIDES""]","[""03"",""08""]",2022,0
057-08,057-08_010,0.505,0.68,0.175,2324,low,RURAL 2-LANE DIVIDED,26,26,"[""US 167""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,1
057-08,057-08_010,0.68,1.15,0.471,2324,low,RURAL 4-LANE DIVIDED,23,23,"[""US 167""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,4
057-08,057-08_010,1.15,1.328,0.178,2324,low,RURAL 2-LANE DIVIDED,26,26,"[""US 167""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,0
057-08,057-08_010,1.328,3.739,2.411,2324,low,RURAL 2-LANE,19,19,"[""US 167""]","[""Rural Rapides""]","[""RAPIDES""]","[""08""]",2022,11
058-01,058-01_010,0,2.762,2.762,11342,med,URBAN 2-LANE,20,20,"[""LA 41""]","[""Pearl River"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,82
058-01,058-01_010,2.762,5.081,2.319,11342,high,RURAL 2-LANE,19,19,"[""LA 41""]","[""Pearl River"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,46
058-01,058-01_010,5.081,11.183,6.101,8151,med,RURAL 2-LANE,19,19,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,56
058-01,058-01_010,11.183,15.673,4.49,3798,low,RURAL 2-LANE,19,19,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,17
058-02,058-02_010,0,3.178,3.178,3043,low,RURAL 2-LANE,19,19,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,17
058-02,058-02_010,3.178,6.778,3.6,4243,low,RURAL 2-LANE,19,19,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,14
058-02,058-02_010,6.778,6.801,0.023,3438,low,RURAL 2-LANE DIVIDED,26,26,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,0
058-02,058-02_010,6.801,7.401,0.6,3438,low,RURAL 4-LANE DIVIDED,23,23,"[""LA 41""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,3
058-03,058-03_010,0,5.44,5.44,1388,low,RURAL 2-LANE,19,19,"[""LA 16""]","[""Rural St. Tammany"",""Sun""]","[""ST. TAMMANY""]","[""62""]",2022,8
058-04,058-04_010,0,0.176,0.176,1388,low,RURAL 2-LANE,19,19,"[""LA 16""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,1
058-04,058-04_010,0.176,7.418,7.242,1137,low,RURAL 2-LANE,19,19,"[""LA 16""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,32
058-05,058-05_010,0,0.664,0.664,2303,low,RURAL 2-LANE,19,19,"[""LA 16""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,7
058-05,058-05_010,0.664,10.5,9.836,2087,low,RURAL 2-LANE,19,19,"[""LA 16""]","[""Rural Washington"",""Franklinton""]","[""WASHINGTON""]","[""62""]",2022,31
058-30,058-30_010,0,1.037,1.037,1882,low,RURAL 2-LANE,19,19,"[""LA 40""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,4
059-01,059-01_010,0,1.145,1.145,6406,low,URBAN 2-LANE,20,20,"[""LA 21""]","[""Madisonville"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,33
059-01,059-01_010,1.145,2.804,1.659,23261,high,URBAN 2-LANE,20,20,"[""LA 21""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,39
059-01,059-01_010,2.804,2.972,0.168,34242,high,URBAN 2-LANE,20,20,"[""LA 21""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,8
059-01,059-01_010,2.972,3.178,0.206,34242,high,URBAN 4-LANE,22,22,"[""LA 21""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,73
059-01,059-01_010,3.178,3.47,0.292,34242,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 21""]","[""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,59
059-01,059-01_010,3.47,5.903,2.433,34242,high,URBAN 2-LANE DIVIDED,27,27,"[""LA 21""]","[""Rural St. Tammany"",""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,394
059-01,059-01_010,5.903,6.01,0.106,34242,high,URBAN 2-LANE CONT TURN,37,37,"[""LA 21""]","[""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,7
059-01,059-01_010,6.01,6.594,0.584,34242,high,URBAN 2-LANE,20,20,"[""LA 21""]","[""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,28
059-02,059-02_010,0,0.115,0.115,13923,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 25""]","[""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,21
059-02,059-02_010,0.115,5.406,5.292,13923,high,RURAL 2-LANE,19,19,"[""LA 25""]","[""Covington"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,187
059-02,059-02_010,5.406,10.155,4.749,3684,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Folsom"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,96
059-02,059-02_010,10.155,15.729,5.573,9685,med,RURAL 2-LANE,19,19,"[""LA 25""]","[""Folsom"",""Rural St. Tammany""]","[""ST. TAMMANY""]","[""62""]",2022,101
059-03,059-03_010,0,2.533,2.533,9685,med,RURAL 2-LANE,19,19,"[""LA 25""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,12
059-03,059-03_010,2.533,8.641,6.107,4905,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,37
059-04,059-04_010,0,5.306,5.305,4145,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Franklinton"",""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,37
059-04,059-04_010,5.306,6.559,1.254,3622,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,2
059-04,059-04_010,6.559,11.168,4.609,2272,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,9
059-04,059-04_010,11.168,11.931,0.762,2098,low,RURAL 2-LANE,19,19,"[""LA 25""]","[""Rural Washington""]","[""WASHINGTON""]","[""62""]",2022,6
059-30,059-30_010,0,0.126,0.126,28900,med,URBAN 4-LANE DIVIDED,24,24,"[""US 190""]","[""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,10
059-30,059-30_010,0.126,0.145,0.019,28900,high,URBAN 2-LANE DIVIDED,27,27,"[""US 190""]","[""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,4
059-30,059-30_010,0.145,2.153,2.007,28900,high,URBAN 2-LANE,20,20,"[""US 190""]","[""Rural St. Tammany"",""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,167
059-30,059-30_010,2.153,2.313,0.161,28900,high,URBAN 2-LANE DIVIDED,27,27,"[""US 190""]","[""Rural St. Tammany"",""Covington""]","[""ST. TAMMANY""]","[""62""]",2022,49
060-01,060-01_010,0,0.419,0.419,6513,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,16
060-01,060-01_010,0.419,0.975,0.556,12290,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,48
060-01,060-01_010,0.975,1.153,0.178,7370,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,16
060-01,060-01_010,1.153,1.351,0.198,7370,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,22
060-01,060-01_010,1.351,1.824,0.472,7370,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,44
060-01,060-01_010,1.824,2.067,0.243,8180,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,13
060-01,060-01_010,2.067,3.059,0.992,11500,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,90
060-01,060-01_010,3.059,3.325,0.266,20411,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,38
060-01,060-01_010,3.325,3.387,0.062,20411,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,14
060-01,060-01_010,3.387,3.393,0.006,20411,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,5
060-01,060-01_010,3.393,3.748,0.355,20411,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,100
060-01,060-01_010,3.748,3.82,0.072,20411,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,17
060-01,060-01_010,3.82,3.933,0.113,20411,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,22
060-01,060-01_010,3.933,3.949,0.016,20411,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,11
060-01,060-01_010,3.949,3.971,0.022,19417,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,12
060-01,060-01_010,3.971,4.306,0.335,19417,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,62
060-01,060-01_010,4.306,4.476,0.17,18212,med,URBAN 4-LANE CONT TURN,39,39,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,51
060-01,060-01_010,4.476,4.918,0.442,18212,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,47
060-01,060-01_010,4.918,4.95,0.032,19764,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,11
060-01,060-01_010,4.95,5.377,0.427,22561,med,URBAN 4-LANE,22,22,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,64
060-01,060-01_010,5.377,5.549,0.172,22561,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 67""]","[""Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,59
060-01,060-01_010,5.549,8.251,2.701,26463,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 67""]","[""Rural East Baton Rouge"",""Baton Rouge"",""Baker""]","[""EAST BATON ROUGE""]","[""61""]",2022,312
060-02,060-02_010,0,1.526,1.526,22615,med,URBAN 4-LANE DIVIDED,24,24,"[""LA 67""]","[""Baker""]","[""EAST BATON ROUGE""]","[""61""]",2022,140
060-02,060-02_010,1.526,2.317,0.792,15087,low,URBAN 4-LANE DIVIDED,24,24,"[""LA 67""]","[""Baker"",""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,44
060-02,060-02_010,2.317,2.33,0.013,13964,low,URBAN 4-LANE,22,22,"[""LA 67""]","[""Rural East Baton Rouge""]","[""EAST BATON ROUGE""]","[""61""]",2022,1
