HighwayClassDescription,HighwayClassCode,ControlSection,ControlSectionSeq,BeginLogMile,EndLogMile,SegmentLength,AADT,RouteNames,DOTDDistricts,Parishes,Fatal,Serious,Minor,Possible,PDO,TL_5y,FI_5y,FSM_5y,TLCpY,TLCpMpY,PredTL,PredTLpMpY,PSI_Limit_TL,Expected_TL,PSI_Limit_TL_Low,TLCr_Delta,TL_LOSS,TL_Rank,FICpY,FICpMpY,PredFI,PredFIpMpY,PSI_Limit_FI,Expected_FI,PSI_Limit_FI_Low,FICr_Delta,FI_LOSS,FI_Rank,HPSI_Rank
URBAN 2-LANE CONT TURN,37,034-05,034-05_010,13.48,14.105,0.62490807,13779,"[""LA 6 BUS""]","[""08""]","[""NATCHITOCHES""]",0,0,11,24,71,106,35,11,21.2,33.92498996,57.93795125,18.54287183,26.80942881,33.49299991,8.996994393,14.95012807,LOSS 4,18,7,11.20164763,16.03055514,5.130532284,7.524970409,10.6868115,2.339971688,5.556279221,LOSS 4,15,6
URBAN 2-LANE CONT TURN,37,828-15,828-15_010,0.07,1.512,1.44248897,8262,"[""LA 93""]","[""03""]","[""LAFAYETTE""]",1,2,7,29,81,120,39,10,24,16.63790885,83.99082346,11.64526388,16.83681339,16.41829933,5.650277623,4.773035459,LOSS 3,27,7.8,5.407320376,21.51983698,2.983709051,4.376216945,5.074241021,1.360832428,2.09053197,LOSS 4,24,7
URBAN 2-LANE CONT TURN,37,018-04,018-04_010,1.036,1.435,0.39830332,15127,"[""US 11""]","[""62""]","[""ST. TAMMANY""]",0,1,6,18,33,58,25,7,11.6,29.12353329,40.19965398,20.1854476,29.18427767,28.89241498,9.793971534,8.706967374,LOSS 3,25,5,12.55324711,11.2798045,5.663926929,8.30730228,12.01978461,2.583246324,6.355857679,LOSS 4,12,8
URBAN 2-LANE CONT TURN,37,013-12,013-12_010,0.626,1.293,0.66746673,3690,"[""US 190""]","[""62""]","[""ST. TAMMANY""]",0,0,7,16,70,93,23,7,18.6,27.86655748,18.66857743,5.593860065,8.087646537,25.91966494,2.714138786,20.32580488,LOSS 4,13,4.6,6.89172927,4.237946699,1.269860057,1.862508376,5.360390853,0.57916731,4.090530796,LOSS 4,19,9
URBAN 2-LANE CONT TURN,37,032-01,032-01_010,5.426,6.893,1.4676508,5923,"[""LA 182""]","[""03""]","[""LAFAYETTE""]",1,0,6,21,71,99,28,7,19.8,13.49094757,63.13386038,8.603389904,12.43884826,13.20440455,4.174361524,4.601014648,LOSS 4,28,5.6,3.815621536,15.38725793,2.096855456,3.075465543,3.497969069,0.956349581,1.401113613,LOSS 4,27,10
URBAN 2-LANE CONT TURN,37,426-01,426-01_010,0.068,0.593,0.52492451,14413,"[""LA 3089""]","[""61""]","[""ASCENSION""]",0,0,5,25,44,74,30,5,14.8,28.1945303,50.70025487,19.31716043,27.9289013,27.95494245,9.372678926,8.637782021,LOSS 4,26,6,11.43021498,14.12317959,5.381032634,7.892380186,10.93918065,2.454221769,5.55814802,LOSS 4,14,11
URBAN 4-LANE CONT TURN,39,080-02,080-02_010,4.894,8.981,4.0872013,30839,"[""US 167""]","[""03""]","[""LAFAYETTE""]",3,7,74,336,1356,1776,420,84,355.2,86.90543331,893.3719416,43.71558316,68.30115767,86.63651383,13.54988224,42.92093067,LOSS 4,18,84,20.55196058,249.7653796,12.22182913,18.70136772,20.33207427,4.426411819,8.110245139,LOSS 4,28,1
URBAN 4-LANE CONT TURN,39,809-08,809-08_010,13.258,15.981,2.722695,5207,"[""LA 526""]","[""04""]","[""CADDO""]",3,3,40,204,631,881,250,46,176.2,64.71529128,149.8409744,11.00681306,17.19702723,63.4112367,3.411621441,52.40442364,LOSS 4,14,50,18.36415757,40.04683274,2.941705387,4.501283201,16.80281164,1.065405133,13.86110626,LOSS 4,14,2
URBAN 4-LANE CONT TURN,39,001-09,001-09_010,18.942,21.074,2.13176453,16328,"[""US 80""]","[""05""]","[""OUACHITA""]",7,6,19,141,268,441,173,32,88.2,41.3741756,284.5890686,26.69985963,41.71581826,41.22516889,8.275766391,14.52530926,LOSS 3,43,34.6,16.23068567,78.29332233,7.345400604,11.2396464,15.84716058,2.660302947,8.50175998,LOSS 4,25,3
URBAN 4-LANE CONT TURN,39,193-06,193-06_010,6.603,8.345,1.74146801,14622,"[""LA 14""]","[""07""]","[""CALCASIEU""]",2,1,29,63,199,294,95,32,58.8,33.76461678,213.4197017,24.51032124,38.29488695,33.6623446,7.597107083,9.152023366,LOSS 3,52,19,10.91033536,58.55006458,6.724219364,10.28913902,10.71373741,2.435328112,3.989518044,LOSS 4,43,4
URBAN 4-LANE CONT TURN,39,835-06,835-06_010,6.949,8.288,1.33961152,16646,"[""LA 494""]","[""08""]","[""NATCHITOCHES""]",1,2,22,81,260,366,106,25,73.2,54.64270716,181.5318972,27.10217021,42.34438767,54.36716331,8.400464739,27.26499309,LOSS 4,28,21.2,15.8254835,49.96565483,7.459723074,11.41457819,15.46968182,2.701707414,8.009958744,LOSS 4,29,5
URBAN 4-LANE CONT TURN,39,283-30,283-30_010,2.113,3.151,1.03793015,25577,"[""LA 49""]","[""02""]","[""JEFFERSON""]",0,3,21,69,274,367,93,24,73.4,70.71766824,196.2350831,37.81277249,59.07861566,70.48103436,11.72027404,32.66826187,LOSS 4,25,18.6,17.92028105,54.60332122,10.52157917,16.09971134,17.69438504,3.810627844,7.17280587,LOSS 4,31,6
URBAN 4-LANE CONT TURN,39,074-01,074-01_010,0.22,1.13,0.91046904,10586,"[""LA 28""]","[""08""]","[""RAPIDES""]",0,2,19,70,291,382,91,21,76.4,83.91279291,86.86016444,19.08031149,29.81104836,82.99529177,5.914046095,63.91498028,LOSS 4,12,18.2,19.98969674,23.63531174,5.191897956,7.944440377,19.10192322,1.880363261,13.91002526,LOSS 4,13,7
URBAN 4-LANE CONT TURN,39,809-08,809-08_010,7.748,9.636,1.88833451,5207,"[""LA 526""]","[""04""]","[""CADDO""]",0,4,13,96,232,345,113,17,69,36.5401361,103.9227247,11.00681306,17.19702723,35.92018097,3.411621441,24.91336791,LOSS 4,31,22.6,11.96821849,27.774619,2.941705387,4.501283201,11.05438784,1.065405133,8.112682456,LOSS 4,27,8
URBAN 4-LANE CONT TURN,39,017-04,017-04_010,2.3,3.535,1.23548686,15849,"[""US 51""]","[""62""]","[""TANGIPAHOA""]",1,0,16,76,250,343,93,17,68.6,55.52466985,161.1724715,26.09051973,40.76378656,55.21888024,8.086898181,29.12836051,LOSS 4,26,18.6,15.05479386,44.30675236,7.172355093,10.97485888,14.70670937,2.597630601,7.534354281,LOSS 4,30,9
URBAN 4-LANE CONT TURN,39,193-06,193-06_010,5.9,6.48,0.58081991,14622,"[""LA 14""]","[""07""]","[""CALCASIEU""]",0,0,16,46,155,217,62,16,43.4,74.72195642,71.18041287,24.51032124,38.29488695,74.16705156,7.597107083,49.65673032,LOSS 4,15,12.4,21.3491304,19.52780243,6.724219364,10.28913902,20.66228191,2.435328112,13.93806254,LOSS 4,12,10
URBAN 4-LANE CONT TURN,39,011-01,011-01_010,1.97,3.062,1.09249824,19705,"[""US 71""]","[""04""]","[""CADDO""]",3,2,11,82,153,251,98,16,50.2,45.94973077,168.7339619,30.88956224,48.26180297,45.81736565,9.574387453,14.92780341,LOSS 3,42,19.6,17.94053233,46.64192616,8.538581474,13.06540537,17.58929746,3.092440383,9.050715989,LOSS 4,22,11
URBAN 4-LANE CONT TURN,39,007-02,007-02_010,7.219,8.279,1.06007499,18337,"[""US 61""]","[""02""]","[""JEFFERSON""]",0,1,15,53,161,230,69,16,46,43.39315655,154.8424051,29.21348141,45.64309693,43.26144632,9.054877102,14.04796492,LOSS 3,44,13.8,13.01794697,42.72406636,8.060574348,12.33397745,12.82220232,2.919319292,4.761627973,LOSS 4,40,12
URBAN 4-LANE CONT TURN,39,246-01,246-01_010,0.713,2.409,1.6962546,10853,"[""LA 57""]","[""02""]","[""TERREBONNE""]",0,2,13,73,304,392,88,15,78.4,46.21947672,164.9811376,19.45240268,30.39240304,45.84781772,6.029377778,26.39541504,LOSS 4,29,17.6,10.3758009,44.92094907,5.296486633,8.104477904,10.07673752,1.918242415,4.780250891,LOSS 4,39,13
URBAN 4-LANE CONT TURN,39,102-03,102-03_010,1.092,1.443,0.35089821,26776,"[""LA 511""]","[""04""]","[""BOSSIER""]",0,0,14,21,41,76,35,14,15.2,43.31740535,68.74104783,39.18005044,61.21484855,43.28868289,12.14406926,4.108632449,LOSS 3,61,7,19.9488051,19.14971813,10.91468556,16.70122745,19.68261837,3.953000213,8.767932807,LOSS 4,23,14
URBAN 4-LANE CONT TURN,39,410-02,410-02_010,0.098,1.491,1.39335407,7365,"[""LA 428""]","[""02""]","[""JEFFERSON""]",4,2,8,67,169,250,81,14,50,35.8846334,100.3347785,14.40190698,22.50151658,35.48369573,4.463949226,21.08178875,LOSS 4,37,16.2,11.62662122,27.05218358,3.883030762,5.941662689,11.01777451,1.406327406,7.134743747,LOSS 4,33,15
URBAN 4-LANE CONT TURN,39,002-01,002-01_010,0.293,1.003,0.7103703,16328,"[""US 80""]","[""05""]","[""OUACHITA""]",0,1,12,44,80,137,57,13,27.4,38.57143239,94.83393648,26.69985963,41.71581826,38.45088545,8.275766391,11.75102581,LOSS 3,48,11.4,16.04796822,26.08977215,7.345400604,11.2396464,15.67232997,2.660302947,8.326929365,LOSS 4,26,16
URBAN 4-LANE CONT TURN,39,060-01,060-01_010,3.971,4.476,0.50476472,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",1,3,7,24,72,107,35,11,21.4,42.39598996,9.60748758,3.806719131,5.947611921,39.80580905,1.179913253,35.99908992,LOSS 4,23,7,13.86784718,2.480207595,0.982718283,1.503717306,10.61871139,0.355913651,9.635993106,LOSS 4,20,17
URBAN 4-LANE CONT TURN,39,808-07,808-07_010,2.145,2.35,0.20444151,12487,"[""LA 3105""]","[""04""]","[""BOSSIER""]",0,3,7,64,171,245,74,10,49,239.6773532,22.16859852,21.68698375,33.88370895,236.9585552,6.721998306,215.2715715,LOSS 4,2,14.8,72.39234341,6.057525461,5.925925181,9.067620296,68.87255362,2.14620782,62.94662844,LOSS 4,2,18
URBAN 4-LANE CONT TURN,39,837-17,837-17_010,1.61,1.893,0.28338567,21771,"[""LA 617""]","[""05""]","[""OUACHITA""]",0,2,8,41,169,220,51,10,44,155.2654374,47.28615575,33.37229843,52.14082604,154.2731609,10.34392501,120.9008625,LOSS 4,7,10.2,35.99335139,13.10401924,9.248187628,14.15121711,35.06822586,3.349440299,25.82003823,LOSS 4,7,19
URBAN 4-LANE CONT TURN,39,001-09,001-09_010,15.271,15.862,0.59108985,16328,"[""US 80""]","[""05""]","[""OUACHITA""]",0,1,9,28,92,130,38,10,26,43.98654452,78.91008012,26.69985963,41.71581826,43.81101115,8.275766391,17.11115152,LOSS 4,38,7.6,12.85760532,21.70895871,7.345400604,11.2396464,12.61967612,2.660302947,5.274275516,LOSS 4,37,20
URBAN 4-LANE CONT TURN,39,060-01,060-01_010,3.393,3.748,0.35471129,1324,"[""LA 67""]","[""61""]","[""EAST BATON ROUGE""]",1,1,7,19,79,107,28,9,21.4,60.33075519,6.751431267,3.806719131,5.947611921,56.53676075,1.179913253,52.73004162,LOSS 4,13,5.6,15.78748734,1.742906349,0.982718283,1.503717306,12.05429185,0.355913651,11.07157357,LOSS 4,18,21
URBAN 4-LANE CONT TURN,39,824-02,824-02_010,0.096,1.815,1.72048103,4991,"[""LA 75""]","[""61""]","[""IBERVILLE""]",1,0,8,43,59,111,52,9,22.2,12.90336808,91.62516127,10.65110974,16.64127693,12.84690223,3.301369267,2.195792491,LOSS 3,63,10.4,6.044821081,24.4616866,2.843586901,4.351146109,5.710717322,1.029869304,2.867130422,LOSS 4,51,22
URBAN 4-LANE CONT TURN,39,065-30,065-30_010,3.666,4.341,0.67495663,23150,"[""LA 3040""]","[""02""]","[""TERREBONNE""]",1,0,7,112,267,387,120,8,77.4,114.6740347,118.1170806,34.99990232,54.68379177,114.0553712,10.84840967,79.05546887,LOSS 4,10,24,35.55784021,32.78375175,9.714328385,14.86448758,34.7053837,3.518263716,24.99105531,LOSS 4,8,23
URBAN 4-LANE CONT TURN,39,823-29,823-29_010,5.96,7.531,1.57098562,7438,"[""LA 674""]","[""03""]","[""IBERIA""]",0,1,7,76,256,340,84,8,68,43.28492835,113.9943761,14.51246589,22.67425365,42.75195555,4.49821756,28.23948966,LOSS 4,27,16.8,10.69392347,30.74275076,3.913816953,5.988770522,10.16469755,1.417477321,6.250880596,LOSS 4,35,24
URBAN 4-LANE CONT TURN,39,195-03,195-03_010,8.557,8.834,0.27757958,19336,"[""LA 385""]","[""07""]","[""CALCASIEU""]",0,1,5,16,80,102,22,6,20.4,73.49243774,42.2477668,30.44011148,47.55958181,73.10850998,9.435077751,42.66839849,LOSS 4,19,4.4,15.8513101,11.67265992,8.410316003,12.86913853,15.56925324,3.045986142,7.158937242,LOSS 4,32,25
URBAN 4-LANE CONT TURN,39,823-29,823-29_010,7.531,8.129,0.59882954,11781,"[""LA 674""]","[""03""]","[""IBERIA""]",0,0,6,22,81,109,28,6,21.8,36.40434973,62.06895052,20.73008974,32.38865927,36.19995264,6.425403816,15.4698629,LOSS 4,40,5.6,9.351576076,16.93523974,5.656113672,8.654765216,9.147060886,2.048489481,3.490947214,LOSS 4,47,26
URBAN 4-LANE CONT TURN,39,065-30,065-30_010,4.341,4.654,0.31301511,22202,"[""LA 3040""]","[""02""]","[""TERREBONNE""]",0,0,5,49,145,199,54,5,39.8,127.1504114,53.03011547,33.8834221,52.93940484,126.4025285,10.50235056,92.51910642,LOSS 4,8,10.8,34.5031267,14.7030922,9.394493573,14.37508878,33.6476745,3.402428306,24.25318092,LOSS 4,9,27
URBAN 4-LANE CONT TURN,39,013-01,013-01_010,2.315,2.826,0.51095369,2652,"[""LA 76""]","[""61""]","[""WEST BATON ROUGE""]",2,0,3,30,79,114,35,5,22.8,44.62243927,16.66555616,6.523313752,10.19201504,43.08720874,2.021936499,36.56389499,LOSS 4,20,7,13.6998717,4.378622255,1.713901804,2.622545899,11.75798165,0.620728298,10.04407984,LOSS 4,19,28
